0.5 3.358550 65093
2.0 3.358627 68186
3.5 3.358545 69983
5.0 3.358562 61429
6.5 3.358511 67878
8.0 3.358557 63670
9.5 3.358592 72977
11.0 3.358464 63140
12.5 3.358469 59326
14.0 3.358466 72897
