0.0 0.062451 9592
1.5 0.091987 8392
3.0 0.099894 8013
4.5 0.108073 7863
6.0 0.148379 7678
7.5 0.127417 7560
9.0 0.150355 7445
10.5 0.139467 7408
12.0 0.158040 7323
13.5 0.151508 7224
