0.0 1.364263 78498
1.5 1.593946 70435
3.0 2.352652 67883
4.5 2.522294 66330
6.0 2.746605 65367
7.5 2.910698 64336
9.0 3.126625 63799
10.5 3.285464 63129
12.0 3.373854 62712
13.5 3.133925 62090
