1.25 2.859198 81921
2.25 2.505754 72061
3.25 2.208376 60248
4.25 2.197585 60291
5.25 2.444066 68406
6.25 2.845996 77170
7.25 2.513042 70673
8.25 2.358227 59811
9.25 1.898265 52242
10.25 2.256906 61756
