1.0 0.949542 78498
2.0 1.545649 70435
3.0 1.899641 67883
4.0 2.198222 66330
5.0 2.469169 65367
6.0 2.530203 64336
7.0 2.790224 63799
8.0 2.901643 63129
9.0 2.830792 62712
10.0 3.048325 62090
